Timestamp,Event,SeqNum,RetryCount
1780403465.1748607,SEND,0,0
1780403465.1758938,ACK_RECEIVED,0,0
1780403465.1873329,SEND,1,0
1780403465.1965559,ACK_RECEIVED,1,0
1780403465.1965559,SEND,2,0
1780403465.1965559,ACK_RECEIVED,2,0
1780403465.1965559,SEND,3,0
1780403465.197707,ACK_RECEIVED,3,0
1780403465.197707,SEND,4,0
1780403465.197707,ACK_RECEIVED,4,0
1780403465.197707,SEND,5,0
1780403465.1987042,ACK_RECEIVED,5,0
1780403465.1987042,SEND,6,0
1780403465.1987042,ACK_RECEIVED,6,0
1780403465.1987042,SEND,7,0
1780403465.7146153,TIMEOUT,7,1
1780403465.7146153,RETRANSMISSION,7,1
1780403465.7153215,ACK_RECEIVED,7,1
1780403465.7153215,SEND,8,0
1780403465.7167678,ACK_RECEIVED,8,0
1780403465.7167678,SEND,9,0
1780403465.7167678,ACK_RECEIVED,9,0
1780403465.717771,SEND,10,0
1780403465.7187638,ACK_RECEIVED,10,0
1780403465.7187638,SEND,11,0
1780403465.7197635,ACK_RECEIVED,11,0
1780403465.7197635,SEND,12,0
1780403465.7197635,ACK_RECEIVED,12,0
1780403465.7207558,SEND,13,0
1780403465.7217607,ACK_RECEIVED,13,0
1780403465.7217607,SEND,14,0
1780403465.7217607,ACK_RECEIVED,14,0
1780403465.7227502,SEND,15,0
1780403465.7227502,ACK_RECEIVED,15,0
1780403465.7227502,SEND,16,0
1780403465.723881,ACK_RECEIVED,16,0
1780403465.723881,SEND,17,0
1780403465.724998,ACK_RECEIVED,17,0
1780403465.724998,SEND,18,0
1780403466.2341707,TIMEOUT,18,1
1780403466.2344732,RETRANSMISSION,18,1
1780403466.2344732,ACK_RECEIVED,18,1
1780403466.2344732,SEND,19,0
1780403466.2344732,ACK_RECEIVED,19,0
1780403466.2344732,SEND,20,0
1780403466.2354686,ACK_RECEIVED,20,0
1780403466.2354686,SEND,21,0
1780403466.2354686,ACK_RECEIVED,21,0
1780403466.2354686,SEND,22,0
1780403466.7460294,TIMEOUT,22,1
1780403466.7460294,RETRANSMISSION,22,1
1780403466.7460294,ACK_RECEIVED,22,1
1780403466.7460294,SEND,23,0
1780403466.7470493,ACK_RECEIVED,23,0
1780403466.7470493,SEND,24,0
1780403466.7470493,ACK_RECEIVED,24,0
1780403466.7470493,SEND,25,0
1780403466.748039,ACK_RECEIVED,25,0
1780403466.748039,SEND,26,0
1780403467.2499104,TIMEOUT,26,1
1780403467.2501326,RETRANSMISSION,26,1
1780403467.2511332,ACK_RECEIVED,26,1
1780403467.2511332,SEND,27,0
1780403467.2521284,ACK_RECEIVED,27,0
1780403467.2521284,SEND,28,0
1780403467.7612638,TIMEOUT,28,1
1780403467.7614746,RETRANSMISSION,28,1
1780403467.7614746,ACK_RECEIVED,28,1
1780403467.7624736,SEND,29,0
1780403468.2810822,TIMEOUT,29,1
1780403468.2814462,RETRANSMISSION,29,1
1780403468.2815814,ACK_RECEIVED,29,1
1780403468.2825804,SEND,30,0
1780403468.283574,ACK_RECEIVED,30,0
1780403468.283574,SEND,31,0
1780403468.283574,ACK_RECEIVED,31,0
1780403468.28458,SEND,32,0
1780403468.2855723,ACK_RECEIVED,32,0
1780403468.2855723,SEND,33,0
1780403468.7945173,TIMEOUT,33,1
1780403468.7949135,RETRANSMISSION,33,1
1780403468.7949135,ACK_RECEIVED,33,1
1780403468.7949135,SEND,34,0
1780403468.7949135,ACK_RECEIVED,34,0
1780403468.7949135,SEND,35,0
1780403468.7959104,ACK_RECEIVED,35,0
1780403468.7959104,SEND,36,0
1780403468.7959104,ACK_RECEIVED,36,0
1780403468.7959104,SEND,37,0
1780403468.7959104,ACK_RECEIVED,37,0
1780403468.7959104,SEND,38,0
1780403469.3115041,TIMEOUT,38,1
1780403469.3115041,RETRANSMISSION,38,1
1780403469.3121297,ACK_RECEIVED,38,1
1780403469.3121297,SEND,39,0
1780403469.3131347,ACK_RECEIVED,39,0
1780403469.3141434,SEND,40,0
1780403469.31434,ACK_RECEIVED,40,0
1780403469.31434,SEND,41,0
1780403469.8166814,TIMEOUT,41,1
1780403469.8170931,RETRANSMISSION,41,1
1780403469.8170931,ACK_RECEIVED,41,1
1780403469.8180919,SEND,42,0
1780403469.8189375,ACK_RECEIVED,42,0
1780403469.8189375,SEND,43,0
1780403469.820001,ACK_RECEIVED,43,0
1780403469.820001,SEND,44,0
1780403469.8210018,ACK_RECEIVED,44,0
1780403469.8210018,SEND,45,0
1780403470.3371625,TIMEOUT,45,1
1780403470.337641,RETRANSMISSION,45,1
1780403470.337641,ACK_RECEIVED,45,1
1780403470.338636,SEND,46,0
1780403470.338636,ACK_RECEIVED,46,0
1780403470.3396318,SEND,47,0
1780403470.3396318,ACK_RECEIVED,47,0
1780403470.3406372,SEND,48,0
1780403470.3406372,ACK_RECEIVED,48,0
1780403470.3416264,SEND,49,0
1780403470.8544004,TIMEOUT,49,1
1780403470.8548737,RETRANSMISSION,49,1
1780403471.36631,TIMEOUT,49,2
1780403471.36631,RETRANSMISSION,49,2
1780403471.3669043,ACK_RECEIVED,49,2
1780403471.3679023,SEND,50,0
1780403471.8900893,TIMEOUT,50,1
1780403471.8905904,RETRANSMISSION,50,1
1780403471.8905904,ACK_RECEIVED,50,1
1780403471.8915918,SEND,51,0
1780403471.8926725,ACK_RECEIVED,51,0
